frequency_Hz,I_HOT_abs_A,I_RTN_abs_A,I_CM_abs_A,I_HOT_dBuA,I_RTN_dBuA,I_CM_dBuA,I_HOT_real_A,I_HOT_imag_A,I_RTN_real_A,I_RTN_imag_A,I_CM_real_A,I_CM_imag_A,I_HOT_phase_deg,I_RTN_phase_deg,I_CM_phase_deg
2.162718523727019999e+02,4.999024084540130142e-01,4.999024084540130142e-01,9.998048169080260283e-01,1.139777045824520201e+02,1.139777045824520201e+02,1.199983044957316451e+02,4.999024084539406276e-01,-2.689457383127594852e-07,4.999024084539406276e-01,-2.689457383127594852e-07,9.998048169078812553e-01,-5.378914766255189704e-07,-3.082492795145093801e-05,-3.082492795145093801e-05,-3.082492795145093801e-05
2.187761623949551790e+02,4.999026969021869160e-01,4.999026969021869160e-01,9.998053938043738320e-01,1.139777095942868073e+02,1.139777095942868073e+02,1.199983095075664323e+02,4.999026969021128641e-01,-2.720603149883155446e-07,4.999026969021128641e-01,-2.720603149883155446e-07,9.998053938042257283e-01,-5.441206299766310891e-07,-3.118188383144694528e-05,-3.118188383144694528e-05,-3.118188383144694528e-05
2.213094709605638570e+02,4.999029920695275964e-01,4.999029920695275964e-01,9.998059841390551927e-01,1.139777147228652296e+02,1.139777147228652296e+02,1.199983146361448547e+02,4.999029920694518792e-01,-2.752109684226549930e-07,4.999029920694518792e-01,-2.752109684226549930e-07,9.998059841389037583e-01,-5.504219368453099861e-07,-3.154297376986691645e-05,-3.154297376986691645e-05,-3.154297376986691645e-05
2.238721138568340052e+02,4.999032941125601259e-01,4.999032941125601259e-01,9.998065882251202519e-01,1.139777199709067332e+02,1.139777199709067332e+02,1.199983198841863583e+02,4.999032941124826324e-01,-2.783981167746021539e-07,4.999032941124826324e-01,-2.783981167746021539e-07,9.998065882249652647e-01,-5.567962335492043077e-07,-3.190824566157825167e-05,-3.190824566157825167e-05,-3.190824566157825167e-05
2.264644307593059693e+02,4.999036031914576572e-01,4.999036031914576572e-01,9.998072063829153144e-01,1.139777253411941444e+02,1.139777253411941444e+02,1.199983252544737553e+02,4.999036031913783873e-01,-2.816221830602980860e-07,4.999036031913783873e-01,-2.816221830602980860e-07,9.998072063827567746e-01,-5.632443661205961721e-07,-3.227774795701318189e-05,-3.227774795701318189e-05,-3.227774795701318189e-05
2.290867652767772427e+02,4.999039194701240252e-01,4.999039194701240252e-01,9.998078389402480504e-01,1.139777308365750628e+02,1.139777308365750628e+02,1.199983307498546878e+02,4.999039194700428679e-01,-2.848835952081287123e-07,4.999039194700428679e-01,-2.848835952081287123e-07,9.998078389400857358e-01,-5.697671904162574246e-07,-3.265152966842364639e-05,-3.265152966842364639e-05,-3.265152966842364639e-05
2.317394649968479712e+02,4.999042431162820099e-01,4.999042431162820099e-01,9.998084862325640199e-01,1.139777364599634524e+02,1.139777364599634524e+02,1.199983363732430774e+02,4.999042431161989652e-01,-2.881827861169489639e-07,4.999042431161989652e-01,-2.881827861169489639e-07,9.998084862323979305e-01,-5.763655722338979279e-07,-3.302964037651232748e-05,-3.302964037651232748e-05,-3.302964037651232748e-05
2.344228815319922603e+02,4.999045743015622656e-01,4.999045743015622656e-01,9.998091486031245312e-01,1.139777422143411911e+02,1.139777422143411911e+02,1.199983421276208020e+02,4.999045743014772225e-01,-2.915201937152642845e-07,4.999045743014772225e-01,-2.915201937152642845e-07,9.998091486029544450e-01,-5.830403874305285690e-07,-3.341213023717190208e-05,-3.341213023717190208e-05,-3.341213023717190208e-05
2.371373705661655151e+02,4.999049132015941366e-01,4.999049132015941366e-01,9.998098264031882731e-01,1.139777481027595485e+02,1.139777481027595485e+02,1.199983480160391736e+02,4.999049132015072061e-01,-2.948962610182728461e-07,4.999049132015072061e-01,-2.948962610182728461e-07,9.998098264030144122e-01,-5.897925220365456922e-07,-3.379904998797765776e-05,-3.379904998797765776e-05,-3.379904998797765776e-05
2.398832919019489793e+02,4.999052599960984722e-01,4.999052599960984722e-01,9.998105199921969444e-01,1.139777541283409477e+02,1.139777541283409477e+02,1.199983540416205727e+02,4.999052599960094323e-01,-2.983114361886141172e-07,4.999052599960094323e-01,-2.983114361886141172e-07,9.998105199920188646e-01,-5.966228723772282345e-07,-3.419045095510332016e-05,-3.419045095510332016e-05,-3.419045095510332016e-05
2.426610095082414205e+02,4.999056148689835499e-01,4.999056148689835499e-01,9.998112297379670999e-01,1.139777602942805146e+02,1.139777602942805146e+02,1.199983602075601397e+02,4.999056148688925116e-01,-3.017661725958305225e-07,4.999056148688925116e-01,-3.017661725958305225e-07,9.998112297377850233e-01,-6.035323451916610450e-07,-3.458638506008756560e-05,-3.458638506008756560e-05,-3.458638506008756560e-05
2.454708915685031059e+02,4.999059780084429416e-01,4.999059780084429416e-01,9.998119560168858833e-01,1.139777666038478117e+02,1.139777666038478117e+02,1.199983665171274367e+02,4.999059780083497939e-01,-3.052609288779846956e-07,4.999059780083497939e-01,-3.052609288779846956e-07,9.998119560166995878e-01,-6.105218577559693912e-07,-3.498690482684607824e-05,-3.498690482684607824e-05,-3.498690482684607824e-05
2.483133105295570431e+02,4.999063496070541013e-01,4.999063496070541013e-01,9.998126992141082026e-01,1.139777730603885857e+02,1.139777730603885857e+02,1.199983729736682108e+02,4.999063496069587331e-01,-3.087961690027478133e-07,4.999063496069587331e-01,-3.087961690027478133e-07,9.998126992139174662e-01,-6.175923380054956267e-07,-3.539206338862116409e-05,-3.539206338862116409e-05,-3.539206338862116409e-05
2.511886431509579722e+02,4.999067298618821709e-01,4.999067298618821709e-01,9.998134597237643417e-01,1.139777796673264874e+02,1.139777796673264874e+02,1.199983795806061124e+02,4.999067298617845823e-01,-3.123723623291087513e-07,4.999067298617845823e-01,-3.123723623291087513e-07,9.998134597235691645e-01,-6.247447246582175027e-07,-3.580191449500055054e-05,-3.580191449500055054e-05,-3.580191449500055054e-05
2.540972705549306454e+02,4.999071189745831201e-01,4.999071189745831201e-01,9.998142379491662401e-01,1.139777864281649897e+02,1.139777864281649897e+02,1.199983863414446148e+02,4.999071189744833110e-01,-3.159899836729472457e-07,4.999071189744833110e-01,-3.159899836729472457e-07,9.998142379489666220e-01,-6.319799673458944913e-07,-3.621651251937738856e-05,-3.621651251937738856e-05,-3.621651251937738856e-05
2.570395782768864592e+02,4.999075171515116600e-01,4.999075171515116600e-01,9.998150343030233200e-01,1.139777933464891078e+02,1.139777933464891078e+02,1.199983932597687328e+02,4.999075171514095195e-01,-3.196495133678037423e-07,4.999075171514095195e-01,-3.196495133678037423e-07,9.998150343028190390e-01,-6.392990267356074846e-07,-3.663591246585760306e-05,-3.663591246585760306e-05,-3.663591246585760306e-05
2.600159563165271948e+02,4.999079246038303226e-01,4.999079246038303226e-01,9.998158492076606452e-01,1.139778004259674304e+02,1.139778004259674304e+02,1.199984003392470555e+02,4.999079246037257396e-01,-3.233514373321365659e-07,4.999079246037257396e-01,-3.233514373321365659e-07,9.998158492074514792e-01,-6.467028746642731318e-07,-3.706016997690876982e-05,-3.706016997690876982e-05,-3.706016997690876982e-05
2.630267991895381670e+02,4.999083415476220371e-01,4.999083415476220371e-01,9.998166830952440742e-01,1.139778076703539966e+02,1.139778076703539966e+02,1.199984075836336217e+02,4.999083415475150116e-01,-3.270962471326535144e-07,4.999083415475150116e-01,-3.270962471326535144e-07,9.998166830950300232e-01,-6.541924942653070289e-07,-3.748934134055696818e-05,-3.748934134055696818e-05,-3.748934134055696818e-05
2.660725059798808729e+02,4.999087682040036507e-01,4.999087682040036507e-01,9.998175364080073013e-01,1.139778150834902704e+02,1.139778150834902704e+02,1.199984149967698954e+02,4.999087682038941827e-01,-3.308844400522944590e-07,4.999087682038941827e-01,-3.308844400522944590e-07,9.998175364077883653e-01,-6.617688801045889180e-07,-3.792348349811464889e-05,-3.792348349811464889e-05,-3.792348349811464889e-05
2.691534803926916766e+02,4.999092047992448329e-01,4.999092047992448329e-01,9.998184095984896658e-01,1.139778226693072583e+02,1.139778226693072583e+02,1.199984225825868833e+02,4.999092047991328114e-01,-3.347165191560751852e-07,4.999092047991328114e-01,-3.347165191560751852e-07,9.998184095982656228e-01,-6.694330383121503704e-07,-3.836265405166087013e-05,-3.836265405166087013e-05,-3.836265405166087013e-05
2.722701308077912472e+02,4.999096515648863703e-01,4.999096515648863703e-01,9.998193031297727407e-01,1.139778304318274991e+02,1.139778304318274991e+02,1.199984303451071241e+02,4.999096515647716843e-01,-3.385929933598367692e-07,4.999096515647716843e-01,-3.385929933598367692e-07,9.998193031295433686e-01,-6.771859867196735384e-07,-3.880691127185249308e-05,-3.880691127185249308e-05,-3.880691127185249308e-05
2.754228703338166042e+02,4.999101087378655661e-01,4.999101087378655661e-01,9.998202174757311322e-01,1.139778383751672948e+02,1.139778383751672948e+02,1.199984382884469198e+02,4.999101087377482155e-01,-3.425143774971729865e-07,4.999101087377482155e-01,-3.425143774971729865e-07,9.998202174754964311e-01,-6.850287549943459729e-07,-3.925631410552379537e-05,-3.925631410552379537e-05,-3.925631410552379537e-05
2.786121168629769613e+02,4.999105765606385310e-01,4.999105765606385310e-01,9.998211531212770620e-01,1.139778465035387853e+02,1.139778465035387853e+02,1.199984464168184104e+02,4.999105765605185159e-01,-3.464811923902598416e-07,4.999105765605185159e-01,-3.464811923902598416e-07,9.998211531210370318e-01,-6.929623847805196833e-07,-3.971092218373131223e-05,-3.971092218373131223e-05,-3.971092218373131223e-05
2.818382931264454783e+02,4.999110552813124664e-01,4.999110552813124664e-01,9.998221105626249328e-01,1.139778548212522793e+02,1.139778548212522793e+02,1.199984547345319044e+02,4.999110552811895647e-01,-3.504939649210305298e-07,4.999110552811895647e-01,-3.504939649210305298e-07,9.998221105623791294e-01,-7.009879298420610597e-07,-4.017079582983512030e-05,-4.017079582983512030e-05,-4.017079582983512030e-05
2.851018267503909556e+02,4.999115451537743948e-01,4.999115451537743948e-01,9.998230903075487896e-01,1.139778633327184991e+02,1.139778633327184991e+02,1.199984632459981242e+02,4.999115451536487176e-01,-3.545532281008705779e-07,4.999115451536487176e-01,-3.545532281008705779e-07,9.998230903072974352e-01,-7.091064562017411558e-07,-4.063599606740826188e-05,-4.063599606740826188e-05,-4.063599606740826188e-05
2.884031503126605571e+02,4.999120464378278283e-01,4.999120464378278283e-01,9.998240928756556567e-01,1.139778720424508975e+02,1.139778720424508975e+02,1.199984719557305226e+02,4.999120464376991535e-01,-3.586595211415501835e-07,4.999120464376991535e-01,-3.586595211415501835e-07,9.998240928753983070e-01,-7.173190422831003670e-07,-4.110658462828500133e-05,-4.110658462828500133e-05,-4.110658462828500133e-05
2.917427014001165730e+02,4.999125593993298255e-01,4.999125593993298255e-01,9.998251187986596511e-01,1.139778809550681018e+02,1.139778809550681018e+02,1.199984808683477269e+02,4.999125593991981531e-01,-3.628133895303106152e-07,4.999125593991981531e-01,-3.628133895303106152e-07,9.998251187983963062e-01,-7.256267790606212304e-07,-4.158262396108230172e-05,-4.158262396108230172e-05,-4.158262396108230172e-05
2.951209226666387053e+02,4.999130843103326005e-01,4.999130843103326005e-01,9.998261686206652010e-01,1.139778900752963580e+02,1.139778900752963580e+02,1.199984899885759830e+02,4.999130843101979305e-01,-3.670153851030679764e-07,4.999130843101979305e-01,-3.670153851030679764e-07,9.998261686203958609e-01,-7.340307702061359527e-07,-4.206417723950266543e-05,-4.206417723950266543e-05,-4.206417723950266543e-05
2.985382618917960258e+02,4.999136214492266861e-01,4.999136214492266861e-01,9.998272428984533722e-01,1.139778994079719610e+02,1.139778994079719610e+02,1.199984993212515860e+02,4.999136214490887964e-01,-3.712660661183058182e-07,4.999136214490887964e-01,-3.712660661183058182e-07,9.998272428981775928e-01,-7.425321322366116364e-07,-4.255130837071284175e-05,-4.255130837071284175e-05,-4.255130837071284175e-05
3.019951720402016235e+02,4.999141711008905364e-01,4.999141711008905364e-01,9.998283422017810729e-01,1.139779089580439404e+02,1.139779089580439404e+02,1.199985088713235513e+02,4.999141711007494271e-01,-3.755659973331592391e-07,4.999141711007494271e-01,-3.755659973331592391e-07,9.998283422014988542e-01,-7.511319946663184782e-07,-4.304408200397031534e-05,-4.304408200397031534e-05,-4.304408200397031534e-05
3.054921113215512491e+02,4.999147335568400741e-01,4.999147335568400741e-01,9.998294671136801481e-01,1.139779187305765760e+02,1.139779187305765760e+02,1.199985186438562010e+02,4.999147335566957451e-01,-3.799157500783643831e-07,4.999147335566957451e-01,-3.799157500783643831e-07,9.998294671133914902e-01,-7.598315001567287663e-07,-4.354256353911679022e-05,-4.354256353911679022e-05,-4.354256353911679022e-05
3.090295432513592004e+02,4.999153091153852313e-01,4.999153091153852313e-01,9.998306182307704626e-01,1.139779287307521827e+02,1.139779287307521827e+02,1.199985286440318077e+02,4.999153091152374606e-01,-3.843159023408820571e-07,4.999153091152374606e-01,-3.843159023408820571e-07,9.998306182304749212e-01,-7.686318046817641143e-07,-4.404681913594743801e-05,-4.404681913594743801e-05,-4.404681913594743801e-05
3.126079367123955990e+02,4.999158980817861031e-01,4.999158980817861031e-01,9.998317961635722062e-01,1.139779389638737825e+02,1.139779389638737825e+02,1.199985388771534076e+02,4.999158980816348907e-01,-3.887670388324367252e-07,4.999158980816348907e-01,-3.887670388324367252e-07,9.998317961632697815e-01,-7.775340776648734504e-07,-4.455691572196273341e-05,-4.455691572196273341e-05,-4.455691572196273341e-05
3.162277660168379043e+02,4.999165007684162054e-01,4.999165007684162054e-01,9.998330015368324108e-01,1.139779494353679326e+02,1.139779494353679326e+02,1.199985493486475576e+02,4.999165007682615514e-01,-3.932697510812563177e-07,4.999165007682615514e-01,-3.932697510812563177e-07,9.998330015365231027e-01,-7.865395021625126355e-07,-4.507292100277544660e-05,-4.507292100277544660e-05,-4.507292100277544660e-05
3.198895109691397352e+02,4.999171174949291752e-01,4.999171174949291752e-01,9.998342349898583503e-01,1.139779601507876521e+02,1.139779601507876521e+02,1.199985600640672772e+02,4.999171174947708574e-01,-3.978246374988376978e-07,4.999171174947708574e-01,-3.978246374988376978e-07,9.998342349895417147e-01,-7.956492749976753956e-07,-4.559490346965147938e-05,-4.559490346965147938e-05,-4.559490346965147938e-05
3.235936569296280823e+02,4.999177485884267469e-01,4.999177485884267469e-01,9.998354971768534938e-01,1.139779711158152793e+02,1.139779711158152793e+02,1.199985710290948902e+02,4.999177485882647654e-01,-4.024323034743891936e-07,4.999177485882647654e-01,-4.024323034743891936e-07,9.998354971765295307e-01,-8.048646069487783873e-07,-4.612293241021913313e-05,-4.612293241021913313e-05,-4.612293241021913313e-05
3.273406948788382920e+02,4.999183943836332800e-01,4.999183943836332800e-01,9.998367887672665599e-01,1.139779823362656117e+02,1.139779823362656117e+02,1.199985822495452368e+02,4.999183943834675237e-01,-4.070933614457639962e-07,4.999183943834675237e-01,-4.070933614457639962e-07,9.998367887669350473e-01,-8.141867228915279925e-07,-4.665707791647968916e-05,-4.665707791647968916e-05,-4.665707791647968916e-05
3.311311214825910838e+02,4.999190552230738382e-01,4.999190552230738382e-01,9.998381104461476765e-01,1.139779938180888905e+02,1.139779938180888905e+02,1.199985937313685156e+02,4.999190552229041962e-01,-4.118084309912396204e-07,4.999190552229041962e-01,-4.118084309912396204e-07,9.998381104458083923e-01,-8.236168619824792408e-07,-4.719741089520303044e-05,-4.719741089520303044e-05,-4.719741089520303044e-05
3.349654391578275749e+02,4.999197314572548234e-01,4.999197314572548234e-01,9.998394629145096468e-01,1.139780055673739554e+02,1.139780055673739554e+02,1.199986054806535805e+02,4.999197314570813511e-01,-4.165781389079174214e-07,4.999197314570813511e-01,-4.165781389079174214e-07,9.998394629141627021e-01,-8.331562778158348429e-07,-4.774400307678553954e-05,-4.774400307678553954e-05,-4.774400307678553954e-05
3.388441561392027097e+02,4.999204234448516027e-01,4.999204234448516027e-01,9.998408468897032053e-01,1.139780175903515556e+02,1.139780175903515556e+02,1.199986175036311806e+02,4.999204234446740225e-01,-4.214031192994602265e-07,4.999204234446740225e-01,-4.214031192994602265e-07,9.998408468893480450e-01,-8.428062385989204530e-07,-4.829692702517355039e-05,-4.829692702517355039e-05,-4.829692702517355039e-05
3.427677865464504521e+02,4.999211315528974686e-01,4.999211315528974686e-01,9.998422631057949372e-01,1.139780298933975899e+02,1.139780298933975899e+02,1.199986298066772150e+02,4.999211315527157806e-01,-4.262840136629098237e-07,4.999211315527157806e-01,-4.262840136629098237e-07,9.998422631054315612e-01,-8.525680273258196473e-07,-4.885625614767684155e-05,-4.885625614767684155e-05,-4.885625614767684155e-05
3.467368504525316553e+02,4.999218561569798713e-01,4.999218561569798713e-01,9.998437123139597427e-01,1.139780424830365035e+02,1.139780424830365035e+02,1.199986423963161286e+02,4.999218561567939645e-01,-4.312214709735880917e-07,4.999218561567939645e-01,-4.312214709735880917e-07,9.998437123135879290e-01,-8.624429419471761835e-07,-4.942206470455759134e-05,-4.942206470455759134e-05,-4.942206470455759134e-05
3.507518739525679621e+02,4.999225976414388706e-01,4.999225976414388706e-01,9.998451952828777411e-01,1.139780553659447548e+02,1.139780553659447548e+02,1.199986552792243799e+02,4.999225976412486339e-01,-4.362161477771695346e-07,4.999225976412486339e-01,-4.362161477771695346e-07,9.998451952824972677e-01,-8.724322955543390692e-07,-4.999442781943629955e-05,-4.999442781943629955e-05,-4.999442781943629955e-05
3.548133892335753217e+02,4.999233563995716390e-01,4.999233563995716390e-01,9.998467127991432779e-01,1.139780685489543544e+02,1.139780685489543544e+02,1.199986684622339794e+02,4.999233563993769613e-01,-4.412687082759906032e-07,4.999233563993769613e-01,-4.412687082759906032e-07,9.998467127987539227e-01,-8.825374165519812064e-07,-5.057342148903196159e-05,-5.057342148903196159e-05,-5.057342148903196159e-05
