frequency_Hz,FR_gain_Rs0_dB,FR_gain_Rs50_dB,CM_I_HOT_dBuA,CM_I_RTN_dBuA,CM_I_CM_dBuA,NM_I_HOT_dBuA,NM_I_RTN_dBuA,NM_I_NM_dBuA,CM_I_CM_abs_A,NM_I_NM_abs_A
7.413102413009176962e+05,-1.669618530269449082e+02,-1.816732282907978515e+02,5.566800371977086570e+01,5.566800371977086570e+01,6.168860363305049077e+01,-3.710069121392728597e+00,-3.710069121392728597e+00,-3.710069121392728597e+00,1.214591343808080204e-03,6.523738494553326165e-07
7.498942093324558809e+05,-1.673865558508036315e+02,-1.820004805894567994e+02,5.508444044997190048e+01,5.508444044997190048e+01,6.110504036325152555e+01,-4.200113641153619959e+00,-4.200113641153619959e+00,-4.200113641153619959e+00,1.135669645942467007e-03,6.165869347420657521e-07
7.585775750291835284e+05,-1.678136227564046408e+02,-1.823301950174801789e+02,5.447347201721882470e+01,5.447347201721882470e+01,6.049407193049844977e+01,-4.692011462492756024e+00,-4.692011462492756024e+00,-4.692011462492756024e+00,1.058531037272137775e-03,5.826388327331006429e-07
7.673614893618185306e+05,-1.682431766952234113e+02,-1.826624957307149657e+02,5.383165239612787900e+01,5.383165239612787900e+01,5.985225230940749697e+01,-5.185801916358282249e+00,-5.185801916358282249e+00,-5.185801916358282249e+00,9.831337731275864404e-04,5.504398960734861871e-07
7.762471166286927182e+05,-1.686753306919354429e+02,-1.829974970024537697e+02,5.315485311575227456e+01,5.315485311575227456e+01,5.917545302903189963e+01,-5.681525402689334925e+00,-5.681525402689334925e+00,-5.681525402689334925e+00,9.094370673537761213e-04,5.199046836481230726e-07
7.852356346100709634e+05,-1.691101889266006992e+02,-1.833353043058899630e+02,5.243807030528378732e+01,5.243807030528378732e+01,5.845867021856341239e+01,-6.179223436320906870e+00,-6.179223436320906870e+00,-6.179223436320906870e+00,8.374010689341711841e-04,4.909517678302981071e-07
7.943282347242821706e+05,-1.695478477413649614e+02,-1.836760153210984754e+02,5.167515832477813831e+01,5.167515832477813831e+01,5.769575823805776338e+01,-6.678938695461493325e+00,-6.678938695461493325e+00,-6.678938695461493325e+00,7.669868391827346869e-04,4.635035504776845496e-07
8.035261221856176853e+05,-1.699883965743490251e+02,-1.840197208692128470e+02,5.085845368051471382e+01,5.085845368051471382e+01,5.687905359379433889e+01,-7.180715072897820406e+00,-7.180715072897820406e+00,-7.180715072897820406e+00,6.981563294885728341e-04,4.374860872792838377e-07
8.128305161640995648e+05,-1.704319188241622385e+02,-1.843665057772327316e+02,4.997823008840246217e+01,4.997823008840246217e+01,5.599883000168208724e+01,-7.684597730100676927e+00,-7.684597730100676927e+00,-7.684597730100676927e+00,6.308723595972079001e-04,4.128289200742765554e-07
8.222426499470712151e+05,-1.708784926489769305e+02,-1.847164496774007887e+02,4.902188465878466417e+01,4.902188465878466417e+01,5.504248457206428924e+01,-8.190633154409086458e+00,-8.190633154409086458e+00,-8.190633154409086458e+00,5.650985964141053749e-04,3.894649167814426731e-07
8.317637711026708130e+05,-1.713281917044209024e+02,-1.850696277454025562e+02,4.797267839657651223e+01,4.797267839657651223e+01,5.399327830985613730e+01,-8.698869219489344218e+00,-8.698869219489344218e+00,-8.698869219489344218e+00,5.007995333156077273e-04,3.673301185938604628e-07
8.413951416451964760e+05,-1.717810858247000283e+02,-1.854261113818027980e+02,4.680770168822269284e+01,4.680770168822269284e+01,5.282830160150231791e+01,-9.209355249276672595e+00,-9.209355249276672595e+00,-9.209355249276672595e+00,4.379404699532454251e-04,3.463635941094278159e-07
8.511380382023758721e+05,-1.722372416514083397e+02,-1.857859688411748778e+02,4.549441114435782652e+01,4.549441114435782652e+01,5.151501105763745159e+01,-9.722142085622810015e+00,-9.722142085622810015e+00,-9.722142085622810015e+00,3.764874925377848652e-04,3.265073000826861153e-07
8.609937521846016170e+05,-1.726967232144416187e+02,-1.861492658133372515e+02,4.398433422602052900e+01,4.398433422602052900e+01,5.000493413930015407e+01,-1.023728215989230073e+01,-1.023728215989230073e+01,-1.023728215989230073e+01,3.164074545893840341e-04,3.077059484976039169e-07
8.709635899560796097e+05,-1.731595924693199322e+02,-1.865160659610039602e+02,4.220060840593114193e+01,4.220060840593114193e+01,4.822120831921076700e+01,-1.075482956876254015e+01,-1.075482956876254015e+01,-1.075482956876254015e+01,2.576679581414739826e-04,2.899068796748502480e-07
8.810488730080146343e+05,-1.736259097950826629e+02,-1.868864314180102610e+02,4.001030123391803528e+01,4.001030123391803528e+01,4.603090114719766035e+01,-1.127484015451163302e+01,-1.127484015451163302e+01,-1.127484015451163302e+01,2.002373353854978034e-04,2.730599411397587776e-07
8.912509381337459199e+05,-1.740957344567347604e+02,-1.872604232520924654e+02,3.715175324388854960e+01,3.715175324388854960e+01,4.317235315716817468e+01,-1.179737159008919356e+01,-1.179737159008919356e+01,-1.179737159008919356e+01,1.440846307466561564e-04,2.571173719900114284e-07
9.015711376059569884e+05,-1.745691250360374909e+02,-1.876381018960140352e+02,3.298470887008809882e+01,3.298470887008809882e+01,3.900530878336772389e+01,-1.232248346929981508e+01,-1.232248346929981508e+01,-1.232248346929981508e+01,8.917958338869115033e-05,2.420336925135547554e-07
9.120108393559096148e+05,-1.750461398342309280e+02,-1.880195275506251562e+02,2.498215889362517572e+01,2.498215889362517572e+01,3.100275880690480079e+01,-1.285023740244593071e+01,-1.285023740244593071e+01,-1.285023740244593071e+01,3.549261027422775049e-05,2.277655988189054981e-07
9.225714271547629032e+05,-1.755268372500799217e+02,-1.884047605632460431e+02,1.859104184924725800e+01,1.859104184924725800e+01,2.461164176252687952e+01,-1.338069711781124127e+01,-1.338069711781124127e+01,-1.338069711781124127e+01,1.700521347132950481e-05,2.142718622506197149e-07
9.332543007969923783e+05,-1.760112761364400740e+02,-1.887938617845699696e+02,3.067317417997092477e+01,3.067317417997092477e+01,3.669377409325054629e+01,-1.391392856939458866e+01,-1.391392856939458866e+01,-1.391392856939458866e+01,6.834216060006505678e-05,2.015132333731153770e-07
9.440608762859225972e+05,-1.764995161383554887e+02,-1.891868929070977288e+02,3.545712967470436183e+01,3.545712967470436183e+01,4.147772958798398690e+01,-1.445000005133841725e+01,-1.445000005133841725e+01,-1.445000005133841725e+01,1.185458839579691976e-04,1.894523503158909523e-07
9.549925860214368440e+05,-1.769916180155313441e+02,-1.895839167879443892e+02,3.846713027715478006e+01,3.846713027715478006e+01,4.448773019043439803e+01,-1.498898231953639915e+01,-1.498898231953639915e+01,-1.498898231953639915e+01,1.676434190233112278e-04,1.780536512825361432e-07
9.660508789898121031e+05,-1.774876439518612870e+02,-1.899849977586989667e+02,4.065484060476584460e+01,4.065484060476584460e+01,4.667544051804546967e+01,-1.553094872094017731e+01,-1.553094872094017731e+01,-1.553094872094017731e+01,2.156612042132531810e-04,1.672832910350532673e-07
9.772372209558112081e+05,-1.779876578545573693e+02,-1.903902019248828026e+02,4.236612454220767177e+01,4.236612454220767177e+01,4.838672445548729684e+01,-1.607597533113987254e+01,-1.607597533113987254e+01,-1.607597533113987254e+01,2.626250951584064913e-04,1.571090611733819438e-07
9.885530946569390362e+05,-1.784917256452956451e+02,-1.907995974574197078e+02,4.376620327977897773e+01,4.376620327977897773e+01,4.978680319305859570e+01,-1.662414110083249952e+01,-1.662414110083249952e+01,-1.662414110083249952e+01,3.085603792538845771e-04,1.475003140384448318e-07
1.000000000000000000e+06,-1.789999155456945630e+02,-1.912132548784331050e+02,4.494698671615496011e+01,4.494698671615496011e+01,5.096758662943458518e+01,-1.717552801185862421e+01,-1.717552801185862421e+01,-1.717552801185862421e+01,3.534917899179645289e-04,1.384278900746199483e-07
1.011579454259898281e+06,-1.795122983593454933e+02,-1.916312473435897061e+02,4.596490850966554831e+01,4.596490850966554831e+01,5.198550842294517338e+01,-1.773022124353941109e+01,-1.773022124353941109e+01,-1.773022124353941109e+01,3.974435205448510755e-04,1.298640484951983237e-07
1.023292992280753679e+06,-1.800289477525500388e+02,-1.920536509231426976e+02,4.685712014177755691e+01,4.685712014177755691e+01,5.287772005505718198e+01,-1.828830935012009462e+01,-1.828830935012009462e+01,-1.828830935012009462e+01,4.404392381579185596e-04,1.217824011013789617e-07
1.035142166679343092e+06,-1.805499405358657157e+02,-1.924805448837750532e+02,4.764938418599378878e+01,4.764938418599378878e+01,5.366998409927341385e+01,-1.884988445019755687e+01,-1.884988445019755687e+01,-1.884988445019755687e+01,4.825020967718420006e-04,1.141578491122153521e-07
1.047128548050900688e+06,-1.810753569485268315e+02,-1.929120119733088927e+02,4.836030104081849856e+01,4.836030104081849856e+01,5.438090095409812363e+01,-1.941504242909345734e+01,-1.941504242909345734e+01,-1.941504242909345734e+01,5.236547504724694581e-04,1.069665228693939362e-07
1.059253725177289685e+06,-1.816052809477948244e+02,-1.933481387103344389e+02,4.900374027603854188e+01,4.900374027603854188e+01,5.502434018931816695e+01,-1.998388315522508663e+01,-1.998388315522508663e+01,-1.998388315522508663e+01,5.639193662232093842e-04,1.001857242869321058e-07
1.071519305237607099e+06,-1.821398005052993199e+02,-1.937890156808180677e+02,4.959032050593372531e+01,4.959032050593372531e+01,5.561092041921335039e+01,-2.055651071163045174e+01,-2.055651071163045174e+01,-2.055651071163045174e+01,6.033176364067596720e-04,9.379387192176252951e-08
1.083926914021203993e+06,-1.826790079124523629e+02,-1.942347378437711143e+02,5.012835235042599891e+01,5.012835235042599891e+01,5.614895226370562398e+01,-2.113303364391297734e+01,-2.113303364391297734e+01,-2.113303364391297734e+01,6.418707911106124632e-04,8.777044854686351078e-08
1.096478196143185021e+06,-1.832230000970691037e+02,-1.946854048481119435e+02,5.062446250822196703e+01,5.062446250822196703e+01,5.664506242150159210e+01,-2.171356522600123640e+01,-2.171356522600123640e+01,-2.171356522600123640e+01,6.795996101649430087e-04,8.209595111392454537e-08
1.109174815262400778e+06,-1.837718789533942072e+02,-1.951411213629185397e+02,5.108402019294878471e+01,5.108402019294878471e+01,5.710462010622840978e+01,-2.229822374525677020e+01,-2.229822374525677020e+01,-2.229822374525677020e+01,7.165244349411907694e-04,7.675184299770647059e-08
1.122018454301962862e+06,-1.843257516878236970e+02,-1.956019974233610128e+02,5.151143658679831105e+01,5.151143658679831105e+01,5.753203650007793613e+01,-2.288713280861998456e+01,-2.288713280861998456e+01,-2.288713280861998456e+01,7.526651799196031056e-04,7.172050841914725216e-08
1.135010815672314260e+06,-1.848847311827292401e+02,-1.960681487947189794e+02,5.191038014754624186e+01,5.191038014754624186e+01,5.793098006082586693e+01,-2.348042167165867511e+01,-2.348042167165867511e+01,-2.348042167165867511e+01,7.880413440339145963e-04,6.698520894894121564e-08
1.148153621496884152e+06,-1.854489363809315137e+02,-1.965396973570298087e+02,5.228393464001717916e+01,5.228393464001717916e+01,5.830453455329680423e+01,-2.407822559257889594e+01,-2.407822559257889594e+01,-2.407822559257889594e+01,8.226720218012580511e-04,6.253004199778434535e-08
1.161448613840343896e+06,-1.860184926935402814e+02,-1.970167715130839099e+02,5.263471725591109873e+01,5.263471725591109873e+01,5.865531716919071670e+01,-2.468068621347516611e+01,-2.468068621347516611e+01,-2.468068621347516611e+01,8.565759142452840152e-04,5.833990120374293923e-08
1.174897554939530324e+06,-1.865935324340818511e+02,-1.974995066226858569e+02,5.296496833871663057e+01,5.296496833871663057e+01,5.898556825199624143e+01,-2.528795197134442319e+01,-2.528795197134442319e+01,-2.528795197134442319e+01,8.897713396205510043e-04,5.440043863124700731e-08
1.188502227437018882e+06,-1.871741952820651136e+02,-1.979880454663319824e+02,5.327662053062286418e+01,5.327662053062286418e+01,5.929722044390248925e+01,-2.590017854165867917e+01,-2.590017854165867917e+01,-2.590017854165867917e+01,9.222762439459549931e-04,5.069802870011857399e-08
1.202264434617413208e+06,-1.877606287794159812e+02,-1.984825387417323839e+02,5.357135275751721792e+01,5.357135275751721792e+01,5.959195267079684299e+01,-2.651752931760388776e+01,-2.651752931760388776e+01,-2.651752931760388776e+01,9.541082113551822234e-04,4.721973376671284907e-08
1.216186000646367902e+06,-1.883529888635214888e+02,-1.989831455969176091e+02,5.385063287473614224e+01,5.385063287473614224e+01,5.987123278801576731e+01,-2.714017592843757853e+01,-2.714017592843757853e+01,-2.714017592843757853e+01,9.852844742720019960e-04,4.395327128279869846e-08
1.230268770812381059e+06,-1.889514404409902113e+02,-1.994900342040343730e+02,5.411575171703314879e+01,5.411575171703314879e+01,6.013635163031277386e+01,-2.776829880081017521e+01,-2.776829880081017521e+01,-2.776829880081017521e+01,1.015821923418244515e-03,4.088698246116342372e-08
1.244514611771384487e+06,-1.895561580066483316e+02,-2.000033823783490732e+02,5.436785055177116988e+01,5.436785055177116988e+01,6.038845046505079495e+01,-2.840208776733597063e+01,-2.840208776733597063e+01,-2.840208776733597063e+01,1.045737117662307774e-03,3.800980238014422830e-08
1.258925411794166081e+06,-1.901673263127694895e+02,-2.005233782474553266e+02,5.460794341217231107e+01,5.460794341217231107e+01,6.062854332545193614e+01,-2.904174272719922456e+01,-2.904174272719922456e+01,-2.904174272719922456e+01,1.075046293716068902e-03,3.531123146234860168e-08
1.273503081016662996e+06,-1.907851410940770052e+02,-2.010502209762227608e+02,5.483693541557877182e+01,5.483693541557877182e+01,6.085753532885838979e+01,-2.968747436414541596e+01,-2.968747436414541596e+01,-2.968747436414541596e+01,1.103765375688104582e-03,3.278130826575238489e-08
1.288249551693134941e+06,-1.914098098546799065e+02,-2.015841215536464688e+02,5.505563790311426686e+01,5.505563790311426686e+01,6.107623781639389193e+01,-3.033950492784633823e+01,-3.033950492784633823e+01,-3.033950492784633823e+01,1.131909984501127493e-03,3.041058352815553205e-08
1.303166778452300001e+06,-1.920415527238125435e+02,-2.021253036484660583e+02,5.526478104067691532e+01,5.526478104067691532e+01,6.128538095395654040e+01,-3.099806908535612493e+01,-3.099806908535612493e+01,-3.099806908535612493e+01,1.159495447181738441e-03,2.819009540862689849e-08
1.318256738556407392e+06,-1.926806033880539815e+02,-2.026740045412284701e+02,5.546502437576509692e+01,5.546502437576509692e+01,6.148562428904472199e+01,-3.166341485019527369e+01,-3.166341485019527369e+01,-3.166341485019527369e+01,1.186536806030486901e-03,2.611134587212443102e-08
1.333521432163323974e+06,-1.933272101086302541e+02,-2.032304761413957408e+02,5.565696573579819528e+01,5.565696573579819528e+01,6.167756564907782035e+01,-3.233580459754119829e+01,-3.233580459754119829e+01,-3.233580459754119829e+01,1.213048827680502902e-03,2.416627816588294769e-08
1.348962882591653382e+06,-1.939816368334550418e+02,-2.037949860991527373e+02,5.584114877129869114e+01,5.584114877129869114e+01,6.186174868457831622e+01,-3.301551617506907377e+01,-3.301551617506907377e+01,-3.301551617506907377e+01,1.239046012053001116e-03,2.234725533848177735e-08
1.364583136588923866e+06,-1.946441644147704153e+02,-2.043678190227733467e+02,5.601806938448524420e+01,5.601806938448524420e+01,6.203866929776486927e+01,-3.370284412020360065e+01,-3.370284412020360065e+01,-3.370284412020360065e+01,1.264542601218092031e-03,2.064703975470641098e-08
1.380384264602883719e+06,-1.953150919446274543e+02,-2.049492778137847608e+02,5.618818123544975407e+01,5.618818123544975407e+01,6.220878114872937914e+01,-3.439810099593121606e+01,-3.439810099593121606e+01,-3.439810099593121606e+01,1.289552588169552575e-03,1.905877356142121549e-08
1.396368361055938993e+06,-1.959947382220223062e+02,-2.055396851337425517e+02,5.635190048052386658e+01,5.635190048052386658e+01,6.237250039380349165e+01,-3.510161885890668998e+01,-3.510161885890668998e+01,-3.510161885890668998e+01,1.314089725522326517e-03,1.757596006167817496e-08
1.412537544622755377e+06,-1.966834433673057276e+02,-2.061393850182340088e+02,5.650960986803966080e+01,5.650960986803966080e+01,6.253020978131928587e+01,-3.581375087539936430e+01,-3.581375087539936430e+01,-3.581375087539936430e+01,1.338167534141764588e-03,1.619244595620217977e-08
1.428893958511103643e+06,-1.973815706015504361e+02,-2.067487446557912278e+02,5.666166229351061645e+01,5.666166229351061645e+01,6.268226220679024152e+01,-3.653487310269733257e+01,-3.653487310269733257e+01,-3.653487310269733257e+01,1.361799311713902212e-03,1.490240441321550390e-08
1.445439770745927934e+06,-1.980895082109161649e+02,-2.073681563517535551e+02,5.680838389785799336e+01,5.680838389785799336e+01,6.282898381113761843e+01,-3.726538645595147869e+01,-3.726538645595147869e+01,-3.726538645595147869e+01,1.384998141266216521e-03,1.370031892931737798e-08
