frequency_Hz,I_HOT_abs_A,I_RTN_abs_A,I_CM_abs_A,I_HOT_dBuA,I_RTN_dBuA,I_CM_dBuA,I_CM_phase_deg
1.778279410038922651e+04,6.004939407085366776e-01,6.004939407085366776e-01,1.200987881417073355e+00,1.155701725901449208e+02,1.155701725901449208e+02,1.215907725034245459e+02,-3.102519603959096040e-03
1.798870915128787237e+04,6.033232440340565716e-01,6.033232440340565716e-01,1.206646488068113143e+00,1.156110011511570832e+02,1.156110011511570832e+02,1.216316010644367083e+02,-3.154604961536813801e-03
1.819700858609982606e+04,6.062462350363145847e-01,6.062462350363145847e-01,1.212492470072629169e+00,1.156529810904981872e+02,1.156529810904981872e+02,1.216735810037778123e+02,-3.208021865559335280e-03
1.840772001468958115e+04,6.092668312643715334e-01,6.092668312643715334e-01,1.218533662528743067e+00,1.156961507119738712e+02,1.156961507119738712e+02,1.217167506252534963e+02,-3.262823334118352108e-03
1.862087136662865669e+04,6.123891628101288953e-01,6.123891628101288953e-01,1.224778325620257791e+00,1.157405499313995563e+02,1.157405499313995563e+02,1.217611498446791671e+02,-3.319065294076060327e-03
1.883649089489801918e+04,6.156175869252485944e-01,6.156175869252485944e-01,1.231235173850497189e+00,1.157862203646926815e+02,1.157862203646926815e+02,1.218068202779723066e+02,-3.376806782444999409e-03
1.905460717963248317e+04,6.189567038642509456e-01,6.189567038642509456e-01,1.237913407728501891e+00,1.158332054220671523e+02,1.158332054220671523e+02,1.218538053353467774e+02,-3.436110164671340398e-03
1.927524913190936786e+04,6.224113740755777835e-01,6.224113740755777835e-01,1.244822748151155567e+00,1.158815504088461807e+02,1.158815504088461807e+02,1.219021503221258058e+02,-3.497041371502009922e-03
1.949844599758045661e+04,6.259867368763485374e-01,6.259867368763485374e-01,1.251973473752697075e+00,1.159313026334598504e+02,1.159313026334598504e+02,1.219519025467394755e+02,-3.559670156303971524e-03
1.972422736114853251e+04,6.296882307624520614e-01,6.296882307624520614e-01,1.259376461524904123e+00,1.159825115232529527e+02,1.159825115232529527e+02,1.220031114365325777e+02,-3.624070374926761148e-03
1.995262314968882856e+04,6.335216155235448010e-01,6.335216155235448010e-01,1.267043231047089602e+00,1.160352287487916669e+02,1.160352287487916669e+02,1.220558286620712920e+02,-3.690320290445999254e-03
2.018366363681559596e+04,6.374929963529417654e-01,6.374929963529417654e-01,1.274985992705883531e+00,1.160895083574303186e+02,1.160895083574303186e+02,1.221101082707099437e+02,-3.758502905405026497e-03
2.041737944669531498e+04,6.416088501655924370e-01,6.416088501655924370e-01,1.283217700331184874e+00,1.161454069169801215e+02,1.161454069169801215e+02,1.221660068302597466e+02,-3.828706324494389988e-03
2.065380155810527140e+04,6.458760543637399598e-01,6.458760543637399598e-01,1.291752108727479920e+00,1.162029836704118679e+02,1.162029836704118679e+02,1.222235835836914930e+02,-3.901024150969079150e-03
2.089296130854040894e+04,6.503019183201036446e-01,6.503019183201036446e-01,1.300603836640207289e+00,1.162623007026277975e+02,1.162623007026277975e+02,1.222829006159074225e+02,-3.975555920524682062e-03
2.113489039836647498e+04,6.548942178828803806e-01,6.548942178828803806e-01,1.309788435765760761e+00,1.163234231204513094e+02,1.163234231204513094e+02,1.223440230337309345e+02,-4.052407576825732202e-03
2.137962089502232266e+04,6.596612332465248141e-01,6.596612332465248141e-01,1.319322466493049628e+00,1.163864192471140626e+02,1.163864192471140626e+02,1.224070191603936877e+02,-4.131691993425785914e-03
2.162718523727020147e+04,6.646117905776576240e-01,6.646117905776576240e-01,1.329223581155315248e+00,1.164513608326664809e+02,1.164513608326664809e+02,1.224719607459461059e+02,-4.213529547444897286e-03
2.187761623949551722e+04,6.697553078378626346e-01,6.697553078378626346e-01,1.339510615675725269e+00,1.165183232819038608e+02,1.165183232819038608e+02,1.225389231951834859e+02,-4.298048751097533621e-03
2.213094709605641037e+04,6.751018453054927759e-01,6.751018453054927759e-01,1.350203690610985552e+00,1.165873859015893999e+02,1.165873859015893999e+02,1.226079858148690249e+02,-4.385386947982405914e-03
2.238721138568337847e+04,6.806621613684644689e-01,6.806621613684644689e-01,1.361324322736928938e+00,1.166586321689705983e+02,1.166586321689705983e+02,1.226792320822502234e+02,-4.475691082025460600e-03
2.264644307593061967e+04,6.864477742410157735e-01,6.864477742410157735e-01,1.372895548482031547e+00,1.167321500238303997e+02,1.167321500238303997e+02,1.227527499371100248e+02,-4.569118548071419462e-03
2.290867652767770051e+04,6.924710303514504117e-01,6.924710303514504117e-01,1.384942060702900823e+00,1.168080321865946871e+02,1.168080321865946871e+02,1.228286320998743122e+02,-4.665838134418962349e-03
2.317394649968479644e+04,6.987451802576248872e-01,6.987451802576248872e-01,1.397490360515249774e+00,1.168863765053389869e+02,1.168863765053389869e+02,1.229069764186186120e+02,-4.766031069108698365e-03
2.344228815319922796e+04,7.052844630748907884e-01,7.052844630748907884e-01,1.410568926149781577e+00,1.169672863349052960e+02,1.169672863349052960e+02,1.229878862481849211e+02,-4.869892183534613520e-03
2.371373705661655185e+04,7.121042005513772422e-01,7.121042005513772422e-01,1.424208401102754484e+00,1.170508709517645514e+02,1.170508709517645514e+02,1.230714708650441764e+02,-4.977631209020286912e-03
2.398832919019489782e+04,7.192209021016247039e-01,7.192209021016247039e-01,1.438441804203249408e+00,1.171372460087494574e+02,1.171372460087494574e+02,1.231578459220290824e+02,-5.089474224426452330e-03
2.426610095082414409e+04,7.266523823173133279e-01,7.266523823173133279e-01,1.453304764634626656e+00,1.172265340343481341e+02,1.172265340343481341e+02,1.232471339476277592e+02,-5.205665275723886376e-03
2.454708915685033571e+04,7.344178927191947759e-01,7.344178927191947759e-01,1.468835785438389552e+00,1.173188649819070974e+02,1.173188649819070974e+02,1.233394648951866941e+02,-5.326468191841016164e-03
2.483133105295567657e+04,7.425382698052650499e-01,7.425382698052650499e-01,1.485076539610530100e+00,1.174143768348541670e+02,1.174143768348541670e+02,1.234349767481337921e+02,-5.452168625111837585e-03
2.511886431509582326e+04,7.510361017962928765e-01,7.510361017962928765e-01,1.502072203592585753e+00,1.175132162749455631e+02,1.175132162749455631e+02,1.235338161882251882e+02,-5.583076349413024740e-03
2.540972705549306556e+04,7.599359168927329877e-01,7.599359168927329877e-01,1.519871833785465975e+00,1.176155394215819854e+02,1.176155394215819854e+02,1.236361393348616105e+02,-5.719527854775784299e-03
2.570395782768864592e+04,7.692643963518606132e-01,7.692643963518606132e-01,1.538528792703721226e+00,1.177215126514654742e+02,1.177215126514654742e+02,1.237421125647450992e+02,-5.861889284071353581e-03
2.600159563165272266e+04,7.790506162885327823e-01,7.790506162885327823e-01,1.558101232577065565e+00,1.178313135093093678e+02,1.178313135093093678e+02,1.238519134225889928e+02,-6.010559765569737332e-03
2.630267991895381419e+04,7.893263228207799687e-01,7.893263228207799687e-01,1.578652645641559937e+00,1.179451317220187150e+02,1.179451317220187150e+02,1.239657316352983401e+02,-6.165975205058064901e-03
2.660725059798813891e+04,8.001262460510805141e-01,8.001262460510805141e-01,1.600252492102161028e+00,1.180631703307805651e+02,1.180631703307805651e+02,1.240837702440601902e+02,-6.328612613193044037e-03
2.691534803926913810e+04,8.114884594323512612e-01,8.114884594323512612e-01,1.622976918864702522e+00,1.181856469579095403e+02,1.181856469579095403e+02,1.242062468711891654e+02,-6.498995058347935456e-03
2.722701308077915382e+04,8.234547923611085229e-01,8.234547923611085229e-01,1.646909584722217046e+00,1.183127952281716233e+02,1.183127952281716233e+02,1.243333951414512484e+02,-6.677697353034350684e-03
2.754228703338163177e+04,8.360713054280265455e-01,8.360713054280265455e-01,1.672142610856053091e+00,1.184448663677595164e+02,1.184448663677595164e+02,1.244654662810391414e+02,-6.865352603868683269e-03
2.786121168629772365e+04,8.493888397153840364e-01,8.493888397153840364e-01,1.698777679430768073e+00,1.185821310082552884e+02,1.185821310082552884e+02,1.246027309215349135e+02,-7.062659782049751124e-03
2.818382931264454965e+04,8.634636539597110305e-01,8.634636539597110305e-01,1.726927307919422061e+00,1.187248812279490835e+02,1.187248812279490835e+02,1.247454811412287086e+02,-7.270392504789572642e-03
2.851018267503909738e+04,8.783581664261037592e-01,8.783581664261037592e-01,1.756716332852207518e+00,1.188734328690114950e+02,1.188734328690114950e+02,1.248940327822911200e+02,-7.489409259877020768e-03
2.884031503126605821e+04,8.941418221357237961e-01,8.941418221357237961e-01,1.788283644271447592e+00,1.190281281765004593e+02,1.190281281765004593e+02,1.250487280897800844e+02,-7.720665357848494580e-03
2.917427014001166026e+04,9.108921108732318528e-01,9.108921108732318528e-01,1.821784221746463706e+00,1.191893388143847972e+02,1.191893388143847972e+02,1.252099387276644222e+02,-7.965226962199138672e-03
2.951209226666390168e+04,9.286957674711189270e-01,9.286957674711189270e-01,1.857391534942237854e+00,1.193574693251282923e+02,1.193574693251282923e+02,1.253780692384079174e+02,-8.224287631718734878e-03
2.985382618917957006e+04,9.476501936185492969e-01,9.476501936185492969e-01,1.895300387237098594e+00,1.195329611134976631e+02,1.195329611134976631e+02,1.255535610267772881e+02,-8.499187915862011292e-03
3.019951720402019055e+04,9.678651504070170386e-01,9.678651504070170386e-01,1.935730300814034077e+00,1.197162970529090131e+02,1.197162970529090131e+02,1.257368969661886382e+02,-8.791438681389198914e-03
3.054921113215509104e+04,9.894647837287432468e-01,9.894647837287432468e-01,1.978929567457486494e+00,1.199080068348311698e+02,1.199080068348311698e+02,1.259286067481107949e+02,-9.102749026354288800e-03
3.090295432513592095e+04,1.012590061483487069e+00,1.012590061483487069e+00,2.025180122966974139e+00,1.201086732098992940e+02,1.201086732098992940e+02,1.261292731231789190e+02,-9.435059869599523447e-03
3.126079367123955672e+04,1.037401723704213463e+00,1.037401723704213463e+00,2.074803447408426926e+00,1.203189393052817735e+02,1.203189393052817735e+02,1.263395392185613986e+02,-9.790584609248345963e-03
3.162277660168379225e+04,1.064083876115862637e+00,1.064083876115862637e+00,2.128167752231725274e+00,1.205395172490034099e+02,1.205395172490034099e+02,1.265601171622830350e+02,-1.017185864893388123e-02
3.198895109691397374e+04,1.092848397026793039e+00,1.092848397026793039e+00,2.185696794053586078e+00,1.207711983917613168e+02,1.207711983917613168e+02,1.267917983050409134e+02,-1.058180013329835557e-02
3.235936569296280868e+04,1.123940380733795541e+00,1.123940380733795541e+00,2.247880761467591082e+00,1.210148654950337601e+02,1.210148654950337601e+02,1.270354654083133710e+02,-1.102378496862267687e-02
3.273406948788386217e+04,1.157644913467258396e+00,1.157644913467258396e+00,2.315289826934516793e+00,1.212715073575998161e+02,1.212715073575998161e+02,1.272921072708794412e+02,-1.150174020839213850e-02
3.311311214825907518e+04,1.194295578635434785e+00,1.194295578635434785e+00,2.388591157270869569e+00,1.215422364903724883e+02,1.215422364903724883e+02,1.275628364036521134e+02,-1.202026127189337497e-02
3.349654391578279319e+04,1.234285229134435058e+00,1.234285229134435058e+00,2.468570458268870116e+00,1.218283106351956064e+02,1.218283106351956064e+02,1.278489105484752315e+02,-1.258476040728535861e-02
3.388441561392027506e+04,1.278079764496840021e+00,1.278079764496840021e+00,2.556159528993680041e+00,1.221311591766014857e+02,1.221311591766014857e+02,1.281517590898811250e+02,-1.320165656705933957e-02
3.427677865464504430e+04,1.326235938424197291e+00,1.326235938424197291e+00,2.652471876848394583e+00,1.224524158454881899e+02,1.224524158454881899e+02,1.284730157587678150e+02,-1.387862082984808905e-02
3.467368504525316530e+04,1.379424642769953246e+00,1.379424642769953246e+00,2.758849285539906493e+00,1.227939596037618628e+02,1.227939596037618628e+02,1.288145595170414879e+02,-1.462489729813459642e-02
3.507518739525679121e+04,1.438461739029931241e+00,1.438461739029931241e+00,2.876923478059862482e+00,1.231579662956890928e+02,1.231579662956890928e+02,1.291785662089687321e+02,-1.545172801496209544e-02
3.548133892335760174e+04,1.504349454628244098e+00,1.504349454628244098e+00,3.008698909256488196e+00,1.235469746584635544e+02,1.235469746584635544e+02,1.295675745717431653e+02,-1.637292348361393465e-02
3.589219346450049488e+04,1.578332823332474266e+00,1.578332823332474266e+00,3.156665646664948532e+00,1.239639717657535982e+02,1.239639717657535982e+02,1.299845716790332233e+02,-1.740564052400686915e-02
3.630780547701017349e+04,1.661977959563637253e+00,1.661977959563637253e+00,3.323955919127274505e+00,1.244125052011957564e+02,1.244125052011957564e+02,1.304331051144753815e+02,-1.857146104168983652e-02
3.672823004980842234e+04,1.757282699874351817e+00,1.757282699874351817e+00,3.514565399748703634e+00,1.248968326700803573e+02,1.248968326700803573e+02,1.309174325833599823e+02,-1.989791687801775386e-02
3.715352290971727780e+04,1.866836382213324042e+00,1.866836382213324042e+00,3.733672764426648083e+00,1.254221251226051805e+02,1.254221251226051805e+02,1.314427250358847914e+02,-2.142069187256775975e-02
3.758374042884443043e+04,1.994056258250690439e+00,1.994056258250690439e+00,3.988112516501380878e+00,1.259947481377190854e+02,1.259947481377190854e+02,1.320153480509987105e+02,-2.318688007510321877e-02
3.801893963205612818e+04,2.143547144653402015e+00,2.143547144653402015e+00,4.287094289306804029e+00,1.266226607943733313e+02,1.266226607943733313e+02,1.326432607076529564e+02,-2.525994242515613650e-02
3.845917820453535387e+04,2.321666394825375512e+00,2.321666394825375512e+00,4.643332789650751025e+00,1.273159963037854681e+02,1.273159963037854681e+02,1.333365962170651073e+02,-2.772749313924610659e-02
3.890451449942804902e+04,2.537445321572332269e+00,2.537445321572332269e+00,5.074890643144664537e+00,1.280879338515661630e+02,1.280879338515661630e+02,1.341085337648457596e+02,-3.071399867240348636e-02
3.935500754557780601e+04,2.804160275230442423e+00,2.804160275230442423e+00,5.608320550460884846e+00,1.289560566527890160e+02,1.289560566527890160e+02,1.349766565660686410e+02,-3.440243017391811375e-02
3.981071705534969078e+04,3.142158918792381517e+00,3.142158918792381517e+00,6.284317837584763033e+00,1.299445629254046537e+02,1.299445629254046537e+02,1.359651628386842788e+02,-3.907321496124248339e-02
4.027170343254594627e+04,3.584291383801311515e+00,3.584291383801311515e+00,7.168582767602623029e+00,1.310880661650758157e+02,1.310880661650758157e+02,1.371086660783554407e+02,-4.517908825025033354e-02
4.073802778041121928e+04,4.187255619792587424e+00,4.187255619792587424e+00,8.374511239585174849e+00,1.324385894823422518e+02,1.324385894823422518e+02,1.384591893956218769e+02,-5.350145386028611755e-02
4.120975190973304416e+04,5.058036482270414247e+00,5.058036482270414247e+00,1.011607296454082849e+01,1.340796391494029365e+02,1.340796391494029365e+02,1.401002390626825616e+02,-6.551476584238778711e-02
4.168693834703355242e+04,6.425540376203111137e+00,6.425540376203111137e+00,1.285108075240622227e+01,1.361581931382291373e+02,1.361581931382291373e+02,1.421787930515087623e+02,-8.437379302525195579e-02
4.216965034285822185e+04,8.883470645312222302e+00,8.883470645312222302e+00,1.776694129062444460e+01,1.389716534318616254e+02,1.389716534318616254e+02,1.449922533451412221e+02,-1.182609201835991830e-01
4.265795188015925669e+04,1.459828993431085031e+01,1.459828993431085031e+01,2.919657986862170063e+01,1.432860396970727663e+02,1.432860396970727663e+02,1.493066396103523914e+02,-1.970343308004797178e-01
4.315190768277650204e+04,4.272865013175596971e+01,4.272865013175596971e+01,8.545730026351193942e+01,1.526143834591570680e+02,1.526143834591570680e+02,1.586349833724366931e+02,-5.847459462692248255e-01
4.365158322401665646e+04,4.395103231776614194e+01,4.395103231776614194e+01,8.790206463553228389e+01,1.528593816039610829e+02,1.528593816039610829e+02,1.588799815172407079e+02,-1.793901257748483431e+02
4.415704473533120472e+04,1.428873154594517558e+01,1.428873154594517558e+01,2.857746309189035117e+01,1.430998735372643296e+02,1.430998735372643296e+02,1.491204734505439546e+02,-1.797989511952636121e+02
4.466835921509634500e+04,8.451384354747990102e+00,8.451384354747990102e+00,1.690276870949598020e+01,1.385385570627453262e+02,1.385385570627453262e+02,1.445591569760249513e+02,-1.798794128951678033e+02
